plot_install_year,target_stand,region_symbol,thinning_intensity,species,marker_label,regional_forest_service,long,lat
2013,cLk,남부06,c강도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부06<br/>thinning_intensity: c강도간벌<br/>,cSouth,129.2123977440001,36.99900984800007
2013,cLk,남부07,a무간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부07<br/>thinning_intensity: a무간벌<br/>,cSouth,129.14458174900005,36.93701351500005
2013,cLk,남부07,b약도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부07<br/>thinning_intensity: b약도간벌<br/>,cSouth,129.14441847900002,36.936432628000034
2013,cLk,남부07,c강도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부07<br/>thinning_intensity: c강도간벌<br/>,cSouth,129.1444067010001,36.93677304900007
2013,cLk,남부15,a무간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부15<br/>thinning_intensity: a무간벌<br/>,cSouth,129.13978591500006,36.96294420600003
2013,cLk,남부15,b약도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부15<br/>thinning_intensity: b약도간벌<br/>,cSouth,129.13919803700003,36.963058999000054
2013,cLk,남부15,c강도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 남부15<br/>thinning_intensity: c강도간벌<br/>,cSouth,129.13981997400003,36.963348007000036
2013,cLk,동부01,a무간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 동부01<br/>thinning_intensity: a무간벌<br/>,bEast,128.96647249500006,37.11547141700004
2013,cLk,동부01,b약도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 동부01<br/>thinning_intensity: b약도간벌<br/>,bEast,128.96655539300002,37.11576388000003
2013,cLk,동부01,c강도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 동부01<br/>thinning_intensity: c강도간벌<br/>,bEast,128.9660790680001,37.11582842400003
2013,cLk,동부02,a무간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 동부02<br/>thinning_intensity: a무간벌<br/>,bEast,128.92791605000002,37.20873265100005
2013,cLk,동부02,b약도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 동부02<br/>thinning_intensity: b약도간벌<br/>,bEast,128.92838202400003,37.20848699100003
2013,cLk,동부02,c강도간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 동부02<br/>thinning_intensity: c강도간벌<br/>,bEast,128.92831304100002,37.20908998500005
2013,cLk,동부08,a무간벌,낙엽송,target_stand: 낙엽송<br/>plot_install_year: 2013<br/>region_symbol: 동부08<br/>thinning_intensity: a무간벌<br/>,bEast,128.7742570140001,37.55888700500003
