experiment,target_stand,inventory_th,plot_install_year,thinning_intensity,region_symbol,age,age_class,dbh,Dq,height,Hd,si,tph,sdi,rd,ba,vol,dbhgr,bagr,geometry,species,marker_label,regional_forest_service
b잣나무림_2014_동부11,b잣나무림,1,2014,a무간벌,동부11,70,7,42.3,42.4,21.9,23.1,18.8,268,510.1,0.47,38,402.1,0.88,1.58,list(),NA,NA,bEast
b잣나무림_2014_동부11,b잣나무림,1,2014,b약도간벌,동부11,70,7,45,45.2,20.8,21.2,18.5,218,446.7,0.41,34.9,352.2,1.14,1.79,list(),NA,NA,bEast
b잣나무림_2014_동부11,b잣나무림,1,2014,c강도간벌,동부11,70,7,42.3,42.5,20.4,21,18.1,212,403.7,0.37,30.1,299.8,1.51,2.18,list(),NA,NA,bEast
b잣나무림_2014_동부12,b잣나무림,1,2014,a무간벌,동부12,53,6,43,43.2,22.2,23.2,19.9,203,394.4,0.36,29.7,318.7,2.04,3,list(),NA,NA,bEast
b잣나무림_2014_동부12,b잣나무림,1,2014,b약도간벌,동부12,53,6,39.8,40.4,20.1,21.2,19.2,199,355.9,0.33,25.5,251.3,2.04,2.63,list(),NA,NA,bEast
b잣나무림_2014_동부12,b잣나무림,1,2014,c강도간벌,동부12,53,6,42.2,42.5,19.5,21.1,19.1,195,370.6,0.34,27.6,275.1,2.26,3.03,list(),NA,NA,bEast
b잣나무림_2014_동부13,b잣나무림,1,2014,a무간벌,동부13,18,2,12.3,12.6,7.3,8.4,20.3,1059,463.1,0.43,13.3,60.1,3.23,7.88,list(),NA,NA,bEast
b잣나무림_2014_동부13,b잣나무림,1,2014,b약도간벌,동부13,18,2,12,12.1,9.1,11,22.5,847,351.9,0.32,9.8,55.9,3.38,6.24,list(),NA,NA,bEast
b잣나무림_2014_동부13,b잣나무림,1,2014,c강도간벌,동부13,18,2,12.7,12.8,9.3,11.3,22.6,620,275.1,0.25,8,46.5,3.83,5.54,list(),NA,NA,bEast
b잣나무림_2014_동부14,b잣나무림,1,2014,a무간벌,동부14,35,4,24.7,25.2,13.7,16.9,19.1,653,659.9,0.61,32.6,232,1.55,4.28,list(),NA,NA,bEast
b잣나무림_2014_동부14,b잣나무림,1,2014,b약도간벌,동부14,35,4,23.4,23.7,15.6,18,18.2,609,571.1,0.52,26.9,220.8,1.95,2.64,list(),NA,NA,bEast
b잣나무림_2014_동부14,b잣나무림,1,2014,c강도간벌,동부14,35,4,25.1,25.4,15.9,18,18.1,406,414.2,0.38,20.6,174.2,2.13,3.58,list(),NA,NA,bEast
b잣나무림_2014_동부15,b잣나무림,1,2014,a무간벌,동부15,40,4,23.5,23.7,15.1,16.9,17,834,782.6,0.72,36.9,279.1,0.86,2.83,list(),NA,NA,bEast
b잣나무림_2014_동부15,b잣나무림,1,2014,b약도간벌,동부15,40,4,29.1,29.4,17.7,19.2,19,549,667.1,0.61,37.2,333.2,1.89,5.01,list(),NA,NA,bEast
b잣나무림_2014_동부15,b잣나무림,1,2014,c강도간벌,동부15,40,4,28.5,28.7,17.4,18.8,19.6,298,351.7,0.32,19.2,170.8,1.76,2.38,list(),NA,NA,bEast
b잣나무림_2015_북부01,b잣나무림,1,2015,a무간벌,북부01,41,5,30.5,30.9,17.7,18.9,18.4,572,739.8,0.68,42.9,374.9,1.44,4.06,list(),NA,NA,aNorth
b잣나무림_2015_북부01,b잣나무림,1,2015,b약도간벌,북부01,41,5,30.7,31.1,18.4,19.9,18.7,379,494.5,0.45,28.8,264.4,1.37,2.64,list(),NA,NA,aNorth
b잣나무림_2015_북부01,b잣나무림,1,2015,c강도간벌,북부01,41,5,30.2,30.5,17.6,19.5,18.2,204,260.1,0.24,14.9,135.7,2.01,2.02,list(),NA,NA,aNorth
b잣나무림_2017_동부01,b잣나무림,1,2017,a무간벌,동부01,31,4,18.6,18.9,12.7,14.5,17.7,1034,734.6,0.67,28.9,192.4,1.44,4.66,list(),NA,NA,bEast
b잣나무림_2017_동부01,b잣나무림,1,2017,b약도간벌,동부01,31,4,18.6,18.8,13.3,15.6,17.9,919,650.8,0.6,25.6,185.3,1.94,5.6,list(),NA,NA,bEast
b잣나무림_2017_동부01,b잣나무림,1,2017,c강도간벌,동부01,31,4,19.7,19.9,12.9,14.8,18,680,514.6,0.47,21.1,145.1,1.68,3.79,list(),NA,NA,bEast
b잣나무림_2017_동부02,b잣나무림,1,2017,a무간벌,동부02,54,6,21,21.6,16.6,20.1,17.1,1566,1314.8,1.21,57.6,500.9,0.76,2.96,list(),NA,NA,bEast
b잣나무림_2017_동부02,b잣나무림,1,2017,b약도간벌,동부02,54,6,26,26.2,16.1,18.3,16.5,772,816.4,0.75,41.6,355.2,1,3.28,list(),NA,NA,bEast
b잣나무림_2017_동부02,b잣나무림,1,2017,c강도간벌,동부02,54,6,26.1,26.4,17.8,21.1,18,580,619.3,0.57,31.7,290.6,0.66,1.65,list(),NA,NA,bEast
b잣나무림_2017_동부03,b잣나무림,1,2017,a무간벌,동부03,28,3,17.9,18.4,10.7,12.4,17.5,1004,691.5,0.63,26.7,162.7,1.49,-2.28,list(),NA,NA,bEast
b잣나무림_2017_동부03,b잣나무림,1,2017,b약도간벌,동부03,28,3,21.7,22.1,13.5,17.5,21.7,447,385,0.35,17.2,136.5,3.28,5.3,list(),NA,NA,bEast
b잣나무림_2017_동부03,b잣나무림,1,2017,c강도간벌,동부03,28,3,17.7,18.1,12.6,15.9,20.2,551,373.4,0.34,14.2,103.1,2.29,2.34,list(),NA,NA,bEast
b잣나무림_2017_동부04,b잣나무림,1,2017,a무간벌,동부04,32,4,18.7,19,14.4,16.4,18.9,862,617.6,0.57,24.4,180.4,1.12,1.97,list(),NA,NA,bEast
b잣나무림_2017_동부04,b잣나무림,1,2017,b약도간벌,동부04,32,4,19.7,19.8,13.8,16.2,18.3,879,664,0.61,27.2,202.5,1.54,4.48,list(),NA,NA,bEast
b잣나무림_2017_동부04,b잣나무림,1,2017,c강도간벌,동부04,32,4,22.9,23.3,14.8,17.5,19.8,475,436.3,0.4,20.3,165.7,2.75,4.79,list(),NA,NA,bEast
b잣나무림_2017_동부05,b잣나무림,1,2017,a무간벌,동부05,51,6,34.2,34.4,19.4,21.3,18.6,353,521.2,0.48,32.9,314.7,1.53,2.97,list(),NA,NA,bEast
b잣나무림_2017_동부05,b잣나무림,1,2017,b약도간벌,동부05,51,6,41.1,41.4,20.3,21,19,306,565.3,0.52,41.3,409.2,2.25,4.56,list(),NA,NA,bEast
b잣나무림_2017_동부05,b잣나무림,1,2017,c강도간벌,동부05,51,6,40.8,41,19.8,20.8,18.9,213,387.7,0.36,28.1,277.8,2.25,3.15,list(),NA,NA,bEast
c낙엽송림_2013_남부01,c낙엽송림,1,2013,a무간벌,남부01,49,5,25.5,26.1,24.9,28.9,26.3,773,820,0.82,41.3,492.8,1.05,1.07,list(),NA,NA,cSouth
c낙엽송림_2013_남부01,c낙엽송림,1,2013,b약도간벌,남부01,49,5,23.9,24.4,22.7,27.5,24.3,633,612.6,0.61,29.6,340.3,1.86,0.89,list(),NA,NA,cSouth
c낙엽송림_2013_남부01,c낙엽송림,1,2013,c강도간벌,남부01,49,5,23.2,23.7,20.6,25.5,23.4,629,586.2,0.58,27.9,317,0.51,1.34,list(),NA,NA,cSouth
c낙엽송림_2013_남부02,c낙엽송림,1,2013,a무간벌,남부02,36,4,25.2,25.7,21.4,24,24.9,670,697.1,0.69,34.8,379.8,0.22,-3.68,list(),NA,NA,cSouth
c낙엽송림_2013_남부02,c낙엽송림,1,2013,b약도간벌,남부02,36,4,26.7,26.8,21.9,24.5,24.9,423,465.4,0.46,23.9,255.3,1.24,2.32,list(),NA,NA,cSouth
c낙엽송림_2013_남부02,c낙엽송림,1,2013,c강도간벌,남부02,36,4,25.9,26.2,22.8,25.7,26.5,369,393.3,0.39,19.9,221.8,1.68,2.67,list(),NA,NA,cSouth
c낙엽송림_2013_남부03,c낙엽송림,1,2013,a무간벌,남부03,48,5,19.5,19.9,16.3,19.6,18,722,527,0.52,22.4,204.3,0.65,0.58,list(),NA,NA,cSouth
c낙엽송림_2013_남부03,c낙엽송림,1,2013,b약도간벌,남부03,48,5,24.1,24.7,18.9,23.5,21.1,585,574,0.57,27.9,283.3,0.66,1.62,list(),NA,NA,cSouth
c낙엽송림_2013_남부03,c낙엽송림,1,2013,c강도간벌,남부03,48,5,25,25.4,19,23.9,22,434,443.7,0.44,22,230.6,1.17,1.09,list(),NA,NA,cSouth
c낙엽송림_2013_남부04,c낙엽송림,1,2013,a무간벌,남부04,22,3,13.4,14.1,13,16.8,24.3,1126,513,0.51,17.6,172.5,0.85,2.27,list(),NA,NA,cSouth
c낙엽송림_2013_남부04,c낙엽송림,1,2013,b약도간벌,남부04,22,3,20,20.3,17.2,21.2,29.6,712,536.8,0.53,23.2,230.3,1,2.29,list(),NA,NA,cSouth
c낙엽송림_2013_남부04,c낙엽송림,1,2013,c강도간벌,남부04,22,3,18.8,19.2,15.9,20.5,28.9,503,350.5,0.35,14.6,147.6,1.31,1.76,list(),NA,NA,cSouth
c낙엽송림_2013_남부05,c낙엽송림,1,2013,a무간벌,남부05,23,3,19.5,19.9,17,19.5,27.3,736,536.4,0.53,22.8,212.5,1.67,4.05,list(),NA,NA,cSouth
c낙엽송림_2013_남부05,c낙엽송림,1,2013,b약도간벌,남부05,23,3,15.4,15.5,13.6,16.1,21.9,1126,586.1,0.58,21.3,191.3,1.34,3.94,list(),NA,NA,cSouth
c낙엽송림_2013_남부05,c낙엽송림,1,2013,c강도간벌,남부05,23,3,16.5,16.8,13.8,17.2,23.6,629,364.4,0.36,13.9,129.2,2.16,3.97,list(),NA,NA,cSouth
c낙엽송림_2013_남부06,c낙엽송림,1,2013,a무간벌,남부06,54,6,30.3,30.6,22.7,24.6,21.8,433,570.8,0.57,31.8,332.7,1.13,2.42,list(),NA,NA,cSouth
c낙엽송림_2013_남부06,c낙엽송림,1,2013,b약도간벌,남부06,54,6,30.9,31.7,22.7,27.4,24.2,472,654.6,0.65,37.3,436.6,1.18,2.72,list(),NA,NA,cSouth
c낙엽송림_2013_남부06,c낙엽송림,1,2013,c강도간벌,남부06,54,6,33.9,35.2,26.1,29.7,26.3,252,404,0.4,24.6,307,4.11,0.11,list(),NA,NA,cSouth
c낙엽송림_2013_남부07,c낙엽송림,1,2013,a무간벌,남부07,38,4,24.5,24.8,21.6,24.4,25,588,581.2,0.58,28.4,300.3,0.9,-1.6,list(),NA,NA,cSouth
c낙엽송림_2013_남부07,c낙엽송림,1,2013,b약도간벌,남부07,38,4,26,26.3,20.9,24.3,25.6,328,352.8,0.35,17.9,187.2,2.24,3.08,list(),NA,NA,cSouth
c낙엽송림_2013_남부07,c낙엽송림,1,2013,c강도간벌,남부07,38,4,29.9,30.2,23.1,26,27.2,283,366.4,0.36,20.2,224.3,1.6,2.19,list(),NA,NA,cSouth
c낙엽송림_2013_남부08,c낙엽송림,1,2013,a무간벌,남부08,36,4,22.6,22.9,23,26.1,27.4,736,652.3,0.65,30.3,347.3,0.42,1.24,list(),NA,NA,cSouth
c낙엽송림_2013_남부08,c낙엽송림,1,2013,b약도간벌,남부08,36,4,20.2,21.1,21,25.3,26.6,885,702.1,0.7,31,339.1,0.77,1.8,list(),NA,NA,cSouth
c낙엽송림_2013_남부08,c낙엽송림,1,2013,c강도간벌,남부08,36,4,19.1,19.6,16.5,22.7,24.2,577,413.9,0.41,17.5,178.8,0.73,1.43,list(),NA,NA,cSouth
c낙엽송림_2013_남부09,c낙엽송림,1,2013,a무간벌,남부09,44,5,25.7,26,23,27.3,26,1025,1080.3,1.08,54.3,619,0.15,0.81,list(),NA,NA,cSouth
c낙엽송림_2013_남부09,c낙엽송림,1,2013,b약도간벌,남부09,44,5,22.1,22.7,19,25.2,23.3,791,693.4,0.69,32.1,326,0.69,-0.05,list(),NA,NA,cSouth
c낙엽송림_2013_남부09,c낙엽송림,1,2013,c강도간벌,남부09,44,5,21.9,22.1,19.3,25.5,24.4,539,456.1,0.45,20.7,234.3,0.34,0.69,list(),NA,NA,cSouth
c낙엽송림_2013_남부10,c낙엽송림,1,2013,a무간벌,남부10,52,6,28.7,29.6,23.2,27.8,24.8,659,832.8,0.83,45.5,518.8,1.68,0.82,list(),NA,NA,cSouth
c낙엽송림_2013_남부10,c낙엽송림,1,2013,b약도간벌,남부10,52,6,20.5,21.7,18.4,24,21.2,914,754.7,0.75,33.9,344.5,1.01,1.38,list(),NA,NA,cSouth
c낙엽송림_2013_남부10,c낙엽송림,1,2013,c강도간벌,남부10,52,6,35.2,35.5,24.5,27.4,24.4,226,366.5,0.36,22.4,259.7,1.15,1.53,list(),NA,NA,cSouth
c낙엽송림_2013_남부11,c낙엽송림,1,2013,a무간벌,남부11,39,4,18.5,19.4,17.9,22.2,23,1428,1008.8,1,42.2,436.5,0.71,3.38,list(),NA,NA,cSouth
c낙엽송림_2013_남부11,c낙엽송림,1,2013,b약도간벌,남부11,39,4,26.5,27,22.9,29.6,30.2,583,646.8,0.64,33.3,404.5,1.24,3.23,list(),NA,NA,cSouth
c낙엽송림_2013_남부11,c낙엽송림,1,2013,c강도간벌,남부11,39,4,25.4,25.7,20.9,27.3,28.1,501,519.8,0.52,26,300,1.1,2.38,list(),NA,NA,cSouth
c낙엽송림_2013_남부12,c낙엽송림,1,2013,a무간벌,남부12,19,2,14.6,14.8,12.6,14.8,22.7,1555,756,0.75,26.7,233.5,0.98,4,list(),NA,NA,cSouth
c낙엽송림_2013_남부12,c낙엽송림,1,2013,b약도간벌,남부12,19,2,15.2,15.5,11.2,13.1,21.8,771,398.5,0.4,14.5,115.7,1.93,3.89,list(),NA,NA,cSouth
c낙엽송림_2013_남부12,c낙엽송림,1,2013,c강도간벌,남부12,19,2,16,16.4,11.9,13.8,23.2,728,406.9,0.41,15.3,128.1,1.78,2.31,list(),NA,NA,cSouth
c낙엽송림_2013_남부13,c낙엽송림,1,2013,a무간벌,남부13,51,6,23.8,24.9,20.8,25.1,22.9,818,814.6,0.81,39.9,438.2,1.75,0.41,list(),NA,NA,cSouth
c낙엽송림_2013_남부13,c낙엽송림,1,2013,b약도간벌,남부13,51,6,29.6,30,22.1,28.1,25.6,715,919.8,0.92,50.6,602.5,0.76,2.68,list(),NA,NA,cSouth
c낙엽송림_2013_남부13,c낙엽송림,1,2013,c강도간벌,남부13,51,6,27.4,27.7,20,24.7,22.3,404,464.8,0.46,24.3,266.4,0.67,1.19,list(),NA,NA,cSouth
c낙엽송림_2013_남부14,c낙엽송림,1,2013,a무간벌,남부14,38,4,22.5,22.9,19.2,22.9,24.2,794,702.5,0.7,32.6,322.7,1.18,-2.78,list(),NA,NA,cSouth
c낙엽송림_2013_남부14,c낙엽송림,1,2013,b약도간벌,남부14,38,4,31.7,32,24,27.2,27.6,458,642.3,0.64,36.8,422.3,0.57,-0.59,list(),NA,NA,cSouth
c낙엽송림_2013_남부14,c낙엽송림,1,2013,c강도간벌,남부14,38,4,23.3,23.5,20,23.1,24,426,391.7,0.39,18.5,193.6,2.33,-4.29,list(),NA,NA,cSouth
c낙엽송림_2013_남부15,c낙엽송림,1,2013,a무간벌,남부15,21,3,21,21.2,17.8,20.5,30.4,909,723.8,0.72,32,298.5,2.08,6.78,list(),NA,NA,cSouth
c낙엽송림_2013_남부15,c낙엽송림,1,2013,b약도간벌,남부15,21,3,18.5,18.6,17.2,19.1,28.3,581,387.5,0.39,15.8,153.4,2.75,5.06,list(),NA,NA,cSouth
c낙엽송림_2013_남부15,c낙엽송림,1,2013,c강도간벌,남부15,21,3,19.3,19.6,16.1,19.4,28.1,561,403,0.4,17,155.8,2.16,3.12,list(),NA,NA,cSouth
c낙엽송림_2013_동부01,c낙엽송림,1,2013,a무간벌,동부01,49,5,30.6,31.3,27,29.6,27,386,524.9,0.52,29.6,375.8,1.23,2.35,list(),NA,NA,bEast
c낙엽송림_2013_동부01,c낙엽송림,1,2013,b약도간벌,동부01,49,5,30.5,30.7,27,29.7,27.4,282,372.7,0.37,20.8,269,1.43,1.99,list(),NA,NA,bEast
c낙엽송림_2013_동부01,c낙엽송림,1,2013,c강도간벌,동부01,49,5,33.1,33.3,27.2,31.9,29.3,195,288.6,0.29,17,231.3,1.39,1.48,list(),NA,NA,bEast
c낙엽송림_2013_동부02,c낙엽송림,1,2013,a무간벌,동부02,60,6,34.7,34.9,25.3,29.1,25,462,731.5,0.73,44.3,512.1,1.29,3.36,list(),NA,NA,bEast
c낙엽송림_2013_동부02,c낙엽송림,1,2013,b약도간벌,동부02,60,6,37.4,37.7,27.5,29.9,26.1,280,492.1,0.49,31.2,391.5,1.09,1.88,list(),NA,NA,bEast
c낙엽송림_2013_동부02,c낙엽송림,1,2013,c강도간벌,동부02,60,6,29.4,29.9,20.7,26.3,22.1,385,492.4,0.49,27.1,291.3,0.84,0.52,list(),NA,NA,bEast
c낙엽송림_2013_동부03,c낙엽송림,1,2013,a무간벌,동부03,19,2,17.7,18,14,16.5,27.2,834,531.5,0.53,21.2,177.9,2.03,5.15,list(),NA,NA,bEast
c낙엽송림_2013_동부03,c낙엽송림,1,2013,b약도간벌,동부03,19,2,19.7,19.8,16.4,18.1,28.6,575,418.8,0.42,17.8,161.4,3.26,6.37,list(),NA,NA,bEast
c낙엽송림_2013_동부03,c낙엽송림,1,2013,c강도간벌,동부03,19,2,18.7,18.9,16,18.5,28.9,441,300.7,0.3,12.4,115.2,3.01,4.31,list(),NA,NA,bEast
c낙엽송림_2013_동부04,c낙엽송림,1,2013,a무간벌,동부04,26,3,13,13.3,7.7,10.6,13.7,1666,700.3,0.7,23.1,180.9,1.05,2.5,list(),NA,NA,bEast
c낙엽송림_2013_동부04,c낙엽송림,1,2013,b약도간벌,동부04,26,3,15.8,16,8.8,11.4,15.6,788,427.8,0.43,15.9,111.9,1.55,3.38,list(),NA,NA,bEast
c낙엽송림_2013_동부04,c낙엽송림,1,2013,c강도간벌,동부04,26,3,16.9,17.1,14.6,18.2,19.5,727,431.1,0.43,16.7,160.3,1.69,2.79,list(),NA,NA,bEast
c낙엽송림_2013_동부05,c낙엽송림,1,2013,a무간벌,동부05,40,4,23.2,24.5,21.7,24,24.4,618,601,0.6,29.1,302.4,1.02,2.4,list(),NA,NA,bEast
c낙엽송림_2013_동부05,c낙엽송림,1,2013,b약도간벌,동부05,40,4,29.5,29.7,26.6,29.8,29.5,355,449.9,0.45,24.6,317.9,1.54,1.34,list(),NA,NA,bEast
c낙엽송림_2013_동부05,c낙엽송림,1,2013,c강도간벌,동부05,40,4,28.7,28.9,22.9,27,27.3,332,404.7,0.4,21.7,262.7,1.99,3.14,list(),NA,NA,bEast
c낙엽송림_2013_동부06,c낙엽송림,1,2013,a무간벌,동부06,39,4,25.8,26.3,20.4,24.1,23.7,758,813.3,0.81,41.2,411.9,0.44,1.48,list(),NA,NA,bEast
c낙엽송림_2013_동부06,c낙엽송림,1,2013,b약도간벌,동부06,39,4,24.5,24.8,19.8,22.3,22.4,718,710.8,0.71,34.7,340.8,1.24,3.68,list(),NA,NA,bEast
c낙엽송림_2013_동부06,c낙엽송림,1,2013,c강도간벌,동부06,39,4,26.5,26.8,21.4,24.3,25.1,455,501.8,0.5,25.7,274.4,1.31,1.89,list(),NA,NA,bEast
c낙엽송림_2013_동부07,c낙엽송림,1,2013,a무간벌,동부07,55,6,34.3,35.4,24.5,30.2,26.1,457,735.8,0.73,44.9,533.6,1.96,1.53,list(),NA,NA,bEast
c낙엽송림_2013_동부07,c낙엽송림,1,2013,b약도간벌,동부07,55,6,32.3,32.4,24.1,28.5,25.5,579,825.2,0.82,47.6,570.5,0.4,-0.34,list(),NA,NA,bEast
c낙엽송림_2013_동부07,c낙엽송림,1,2013,c강도간벌,동부07,55,6,34.4,34.7,24.5,29.5,26.3,315,493.6,0.49,29.8,369.1,0.85,1.49,list(),NA,NA,bEast
c낙엽송림_2013_동부08,c낙엽송림,1,2013,a무간벌,동부08,20,2,15,15.3,16.2,18.4,26.7,1417,721.4,0.72,26,263.5,0.9,3.39,list(),NA,NA,bEast
c낙엽송림_2013_동부08,c낙엽송림,1,2013,b약도간벌,동부08,20,2,17,17.2,15.7,19,27.6,975,582.8,0.58,22.6,221.6,1.46,4.25,list(),NA,NA,bEast
c낙엽송림_2013_동부08,c낙엽송림,1,2013,c강도간벌,동부08,20,2,14.5,14.6,13.2,15.9,23.4,888,425,0.42,14.9,141.9,1.31,2.84,list(),NA,NA,bEast
c낙엽송림_2013_동부09,c낙엽송림,1,2013,a무간벌,동부09,37,4,23.1,23.4,22.8,26.6,27.2,772,703,0.7,33.1,378.4,0.56,1.74,list(),NA,NA,bEast
c낙엽송림_2013_동부09,c낙엽송림,1,2013,b약도간벌,동부09,37,4,19.3,19.9,18.5,22.5,23.7,757,552.6,0.55,23.5,249.1,0.72,1.8,list(),NA,NA,bEast
c낙엽송림_2013_동부09,c낙엽송림,1,2013,c강도간벌,동부09,37,4,22.6,22.8,19.1,22.9,24.9,406,358.6,0.36,16.6,176.2,0.96,1.45,list(),NA,NA,bEast
c낙엽송림_2013_동부10,c낙엽송림,1,2013,a무간벌,동부10,33,4,16,16.5,11.4,15.6,17.5,1175,662.6,0.66,25,198.9,0.36,2.13,list(),NA,NA,bEast
c낙엽송림_2013_동부10,c낙엽송림,1,2013,b약도간벌,동부10,33,4,17.8,18.1,12.2,16.9,19.2,832,532.9,0.53,21.3,178.1,1.14,2.92,list(),NA,NA,bEast
c낙엽송림_2013_동부10,c낙엽송림,1,2013,c강도간벌,동부10,33,4,17.8,18,12.1,15.6,18.2,570,361.7,0.36,14.4,118.6,1.45,2.47,list(),NA,NA,bEast
c낙엽송림_2013_동부11,c낙엽송림,1,2013,a무간벌,동부11,59,6,36.2,36.8,25.1,27.6,23.4,282,480.1,0.48,30,331.5,0.61,0.92,list(),NA,NA,bEast
c낙엽송림_2013_동부11,c낙엽송림,1,2013,b약도간벌,동부11,59,6,35.3,35.5,28,29.4,24.9,261,421.6,0.42,25.8,326.7,1.06,1.59,list(),NA,NA,bEast
c낙엽송림_2013_동부11,c낙엽송림,1,2013,c강도간벌,동부11,59,6,42.8,43,28.5,30.1,25.4,170,357,0.36,24.6,309.8,1.03,1.2,list(),NA,NA,bEast
c낙엽송림_2013_동부12,c낙엽송림,1,2013,a무간벌,동부12,25,3,21.9,22.2,16.6,18.7,24.7,685,581.5,0.58,26.5,230.5,1.96,5.08,list(),NA,NA,bEast
c낙엽송림_2013_동부12,c낙엽송림,1,2013,b약도간벌,동부12,25,3,23.7,23.9,16.9,18.4,24.8,454,425.9,0.42,20.3,176.4,1.92,3.4,list(),NA,NA,bEast
c낙엽송림_2013_동부12,c낙엽송림,1,2013,c강도간벌,동부12,25,3,24.9,25,17.6,19.7,26.1,326,327,0.33,16.1,145.6,2.51,3.39,list(),NA,NA,bEast
c낙엽송림_2013_동부13,c낙엽송림,1,2013,a무간벌,동부13,22,3,15.9,16.2,13.2,15.6,23.5,1178,648.7,0.65,24.2,206.4,1.45,4.75,list(),NA,NA,bEast
c낙엽송림_2013_동부13,c낙엽송림,1,2013,b약도간벌,동부13,22,3,17.8,18,15.9,18.1,25.7,920,587.3,0.58,23.5,216.4,1.83,5.16,list(),NA,NA,bEast
c낙엽송림_2013_동부13,c낙엽송림,1,2013,c강도간벌,동부13,22,3,19.1,19.2,15.6,17.8,26,467,325.6,0.32,13.6,122.7,2.42,3.73,list(),NA,NA,bEast
c낙엽송림_2013_동부14,c낙엽송림,1,2013,a무간벌,동부14,57,6,39,39.4,28,31.6,25.8,356,663.5,0.66,43.3,545.4,1.16,2.69,list(),NA,NA,bEast
c낙엽송림_2013_동부14,c낙엽송림,1,2013,b약도간벌,동부14,57,6,38.4,39.1,28.7,31.8,26.1,336,622.7,0.62,40.5,527.8,0.76,1.64,list(),NA,NA,bEast
c낙엽송림_2013_동부14,c낙엽송림,1,2013,c강도간벌,동부14,57,6,40.7,41.1,26.5,29.9,25.1,208,412.6,0.41,27.7,338.8,1.22,1.59,list(),NA,NA,bEast
c낙엽송림_2013_동부15,c낙엽송림,1,2013,a무간벌,동부15,33,4,30.4,30.7,22.3,23.7,27.8,516,683.1,0.68,38.1,393.8,1.56,4.02,list(),NA,NA,bEast
c낙엽송림_2013_동부15,c낙엽송림,1,2013,b약도간벌,동부15,33,4,30.8,31,21.9,24,27.5,409,550.1,0.55,30.9,317.7,1.23,2.55,list(),NA,NA,bEast
c낙엽송림_2013_동부15,c낙엽송림,1,2013,c강도간벌,동부15,33,4,35.5,35.8,21.4,23.8,26.3,202,330.6,0.33,20.3,201.3,1.33,-1.04,list(),NA,NA,bEast
c낙엽송림_2013_북부01,c낙엽송림,1,2013,a무간벌,북부01,48,5,24.9,25.2,21.5,23.2,21.8,609,614.9,0.61,30.3,317,0.69,1.73,list(),NA,NA,aNorth
c낙엽송림_2013_북부01,c낙엽송림,1,2013,b약도간벌,북부01,48,5,24.1,24.6,21.2,24.7,22.3,592,578.4,0.58,28.1,300.8,0.46,1.05,list(),NA,NA,aNorth
c낙엽송림_2013_북부01,c낙엽송림,1,2013,c강도간벌,북부01,48,5,26.8,27.2,22.6,25.6,23.7,254,284.9,0.28,14.7,167.2,0.66,0.75,list(),NA,NA,aNorth
c낙엽송림_2013_북부02,c낙엽송림,1,2013,a무간벌,북부02,22,3,14.7,15,14.2,16.9,24.8,1133,560.8,0.56,20,189,1.34,3.96,list(),NA,NA,aNorth
c낙엽송림_2013_북부02,c낙엽송림,1,2013,b약도간벌,북부02,22,3,16.1,16.5,15.2,19.6,28.1,902,511.1,0.51,19.3,194.2,1.5,3.73,list(),NA,NA,aNorth
c낙엽송림_2013_북부02,c낙엽송림,1,2013,c강도간벌,북부02,22,3,16.7,17.1,14.3,19.1,27,544,322,0.32,12.4,121.8,2.18,3.41,list(),NA,NA,aNorth
c낙엽송림_2013_북부03,c낙엽송림,1,2013,a무간벌,북부03,48,5,35.1,35.8,24.9,28.6,25.7,284,464.9,0.46,28.6,333.9,1.22,-1.75,list(),NA,NA,aNorth
c낙엽송림_2013_북부03,c낙엽송림,1,2013,b약도간벌,북부03,48,5,28.5,28.8,21.7,23.5,21.8,320,389.3,0.39,20.9,213.5,1.82,2.73,list(),NA,NA,aNorth
c낙엽송림_2013_북부03,c낙엽송림,1,2013,c강도간벌,북부03,48,5,33.8,34,27.3,29.1,26.9,197,300.1,0.3,17.9,219.9,1.67,1.82,list(),NA,NA,aNorth
c낙엽송림_2013_북부04,c낙엽송림,1,2013,a무간벌,북부04,36,4,25,25.4,24.6,26.8,28.8,627,640.6,0.64,31.7,374.8,1.08,2.85,list(),NA,NA,aNorth
c낙엽송림_2013_북부04,c낙엽송림,1,2013,b약도간벌,북부04,36,4,23.1,23.5,21.9,24.6,25.8,528,483.7,0.48,22.8,252.2,0.92,1.88,list(),NA,NA,aNorth
c낙엽송림_2013_북부04,c낙엽송림,1,2013,c강도간벌,북부04,36,4,26,26.1,21.8,26.7,28.3,354,376,0.37,19,222.5,0.95,1.43,list(),NA,NA,aNorth
c낙엽송림_2013_북부05,c낙엽송림,1,2013,a무간벌,북부05,48,5,25.6,26.5,21.6,27.2,24.3,490,529.9,0.53,27,296.3,0.59,1.15,list(),NA,NA,aNorth
c낙엽송림_2013_북부05,c낙엽송림,1,2013,b약도간벌,북부05,48,5,30.9,31.3,24.9,27.5,24.2,261,356.2,0.35,20.2,233.5,1.07,1.26,list(),NA,NA,aNorth
c낙엽송림_2013_북부05,c낙엽송림,1,2013,c강도간벌,북부05,48,5,32.1,32.6,24.1,27.6,25.3,282,405.5,0.4,23.5,269.7,0.53,0.75,list(),NA,NA,aNorth
