experiment,target_stand,inventory_th,plot_install_year,thinning_intensity,region_symbol,age,age_class,dbh,Dq,height,Hd,si,tph,sdi,rd,ba,vol,dbhgr,bagr,geometry,species,marker_label,regional_forest_service
a소나무림_2012_동부06,a소나무림,3,2012,b약도간벌,동부06,105,11,39.2,39.6,17.8,20.2,15.5,333,539.6,0.52,41.1,335.1,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부06,a소나무림,3,2012,c강도간벌,동부06,105,11,41.9,42.2,17.7,19.8,15.3,256,442.2,0.42,35.8,289.5,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부07,a소나무림,3,2012,a무간벌,동부07,93,10,29.2,29.6,15.4,18.1,13.7,750,895.9,0.86,51.7,383.6,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부07,a소나무림,3,2012,b약도간벌,동부07,93,10,30.5,30.9,16.6,18.9,14.5,617,768.9,0.74,46.1,361.5,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부07,a소나무림,3,2012,c강도간벌,동부07,93,10,36.2,36.7,17.5,20,15.1,278,414.9,0.4,29.4,239.9,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부08,a소나무림,3,2012,a무간벌,동부08,47,5,17.1,18,10.7,13.3,11.9,1675,1185,1.14,42.4,254.4,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부08,a소나무림,3,2012,b약도간벌,동부08,47,5,20,20.5,11.4,14.1,13,1183,963.5,0.93,39.2,236.4,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부08,a소나무림,3,2012,c강도간벌,동부08,47,5,22.7,23.4,12.1,15.2,14.1,689,643.8,0.62,29.7,184.2,NA,NA,list(),NA,NA,bEast
a소나무림_2014_북부01,a소나무림,3,2014,a무간벌,북부01,44,5,30.8,31.3,17.2,19.9,18.4,458,580.6,0.56,35.3,283.9,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부01,a소나무림,3,2014,b약도간벌,북부01,44,5,30.4,30.9,18.8,20.7,18.4,466,582.5,0.56,35,309.9,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부01,a소나무림,3,2014,c강도간벌,북부01,44,5,35.3,35.7,19,21.3,19.3,265,384.2,0.37,26.5,233.6,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부02,a소나무림,3,2014,a무간벌,북부02,46,5,36,36.2,19.2,21.7,20.5,423,622.8,0.6,43.5,383,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부02,a소나무림,3,2014,b약도간벌,북부02,46,5,38.9,39.3,19.1,22.6,19.8,399,641.8,0.62,48.5,428.5,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부02,a소나무림,3,2014,c강도간벌,북부02,46,5,37.2,37.6,18.6,22.2,19.5,281,429.8,0.41,31.1,264.7,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부03,a소나무림,3,2014,a무간벌,북부03,49,5,20.2,20.9,12.2,14.7,13.5,1386,1148.5,1.1,47.5,297.4,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부03,a소나무림,3,2014,b약도간벌,북부03,49,5,30.6,30.9,16.7,19.6,16.9,413,516,0.5,31,243.3,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부03,a소나무림,3,2014,c강도간벌,북부03,49,5,21.4,21.8,12.2,14.9,13.1,549,474.7,0.46,20.4,124.6,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부04,a소나무림,3,2014,a무간벌,북부04,64,7,30.9,31.6,22.2,25.7,20.9,605,771.5,0.74,47.3,490.3,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부04,a소나무림,3,2014,b약도간벌,북부04,64,7,28.8,29.5,20.9,23.8,17.7,431,513.7,0.49,29.6,286.2,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부04,a소나무림,3,2014,c강도간벌,북부04,64,7,30.2,31.1,22.1,26.8,19.6,362,454.8,0.44,27.5,290.1,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부05,a소나무림,3,2014,a무간벌,북부05,65,7,28.2,29.2,21,23.9,18.6,851,1002.3,0.96,57.1,549.6,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부05,a소나무림,3,2014,b약도간벌,북부05,65,7,28.7,29.6,18.5,21.5,16.3,485,579.1,0.56,33.4,300.7,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부05,a소나무림,3,2014,c강도간벌,북부05,65,7,23.5,25,15.5,18.5,14.4,579,578.5,0.56,28.4,223,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부06,a소나무림,3,2014,a무간벌,북부06,77,8,49.8,50.1,20.3,22.9,18,302,624.1,0.6,59.4,545.3,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부06,a소나무림,3,2014,b약도간벌,북부06,77,8,44.9,46.1,21.3,24.8,18.7,340,645,0.62,56.8,570.3,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부06,a소나무림,3,2014,c강도간벌,북부06,77,8,46.8,47.4,21.9,25.6,18.9,348,680.8,0.65,61.5,622.5,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부07,a소나무림,3,2014,a무간벌,북부07,61,7,35.1,35.6,17.7,20.2,16.2,431,625.2,0.6,43,351.9,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부07,a소나무림,3,2014,b약도간벌,북부07,61,7,35.7,36.1,19.1,21.6,17.2,426,625.6,0.6,43.5,384.6,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부07,a소나무림,3,2014,c강도간벌,북부07,61,7,32.7,33.1,16.3,18.5,15.3,393,527,0.51,33.8,256.4,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부08,a소나무림,3,2014,a무간벌,북부08,60,6,31.8,32.8,16.4,20.6,16.2,538,715,0.69,45.5,349.6,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부08,a소나무림,3,2014,b약도간벌,북부08,60,6,23.9,24.8,12.8,16,12.8,1033,1025.5,0.98,50,329.5,NA,NA,list(),NA,NA,aNorth
a소나무림_2014_북부08,a소나무림,3,2014,c강도간벌,북부08,60,6,31.6,33.1,16.3,20,16.3,403,541.6,0.52,34.8,277.8,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부01,b잣나무림,3,2012,a무간벌,북부01,83,9,39.5,40.4,24.5,27.6,20.5,473,846.6,0.78,60.6,745.7,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부01,b잣나무림,3,2012,b약도간벌,북부01,83,9,41.7,42,23.7,25.7,18.1,335,630.1,0.58,46.5,539.7,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부01,b잣나무림,3,2012,c강도간벌,북부01,83,9,48.5,48.7,25.5,27.5,19.2,164,367.6,0.34,30.5,377,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부02,b잣나무림,3,2012,a무간벌,북부02,82,9,38.5,39.1,23.5,26,19.2,375,646.1,0.59,45.1,524.5,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부02,b잣나무림,3,2012,b약도간벌,북부02,82,9,41.4,42,24.4,26.7,18.6,210,394.7,0.36,29.1,351.7,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부02,b잣나무림,3,2012,c강도간벌,북부02,82,9,46.6,47,25.1,27.7,19.3,219,471.3,0.43,38,464.9,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부03,b잣나무림,3,2012,a무간벌,북부03,58,6,29.2,29.8,23.3,25.7,20.7,674,835.1,0.77,47.1,547.5,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부03,b잣나무림,3,2012,b약도간벌,북부03,58,6,32.2,32.7,23.8,25.7,19.6,394,546.1,0.5,33.1,388.6,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부03,b잣나무림,3,2012,c강도간벌,북부03,58,6,35.1,35.4,23.4,26.3,20,337,513.7,0.47,33.1,381.4,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부04,b잣나무림,3,2012,a무간벌,북부04,58,6,31,31.5,21,22.7,17.7,549,726.2,0.67,42.7,442.9,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부04,b잣나무림,3,2012,b약도간벌,북부04,58,6,37.1,37.3,22.9,25,19.2,234,380.3,0.35,25.5,286.5,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부04,b잣나무림,3,2012,c강도간벌,북부04,58,6,35.7,36,22.5,24,18.6,262,408.4,0.37,26.7,293.5,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부05,b잣나무림,3,2012,a무간벌,북부05,35,4,20.1,20.9,15.8,18,19.8,1019,817.5,0.75,34.8,288,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부05,b잣나무림,3,2012,b약도간벌,북부05,35,4,20.7,21.3,14.1,15.8,18.8,985,813.1,0.75,35.2,254.4,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부05,b잣나무림,3,2012,c강도간벌,북부05,35,4,26.1,26.6,15.7,17.3,20.4,580,625.5,0.57,32.2,253.1,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부06,b잣나무림,3,2012,a무간벌,북부06,43,5,29.9,30.1,19,20.3,19.1,683,855.7,0.79,48.6,451.7,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부06,b잣나무림,3,2012,b약도간벌,북부06,43,5,30.3,30.8,18.9,20.9,20,671,864.6,0.79,50,468.2,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부06,b잣나무림,3,2012,c강도간벌,북부06,43,5,32.5,33,20.1,21.7,20.4,381,533.7,0.49,32.6,322.4,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부07,b잣나무림,3,2012,a무간벌,북부07,43,5,24.7,25.1,19.4,21.1,20.3,736,741.3,0.68,36.6,354.2,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부07,b잣나무림,3,2012,b약도간벌,북부07,43,5,27.7,28.1,20,21.7,20.9,622,717,0.66,38.6,382.5,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부07,b잣나무림,3,2012,c강도간벌,북부07,43,5,28.7,29.2,20.5,22.3,21.7,505,608.7,0.56,33.7,341.1,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부08,b잣나무림,3,2012,a무간벌,북부08,22,3,17.2,17.5,11.1,12.2,26.1,1534,993.2,0.91,36.8,217.8,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부08,b잣나무림,3,2012,b약도간벌,북부08,22,3,20.7,21.8,10.5,11.5,26.5,617,523.1,0.48,23.1,136.3,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부08,b잣나무림,3,2012,c강도간벌,북부08,22,3,20.3,21.7,10.5,11.9,28.1,605,508.4,0.47,22.3,132,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부09,b잣나무림,3,2012,a무간벌,북부09,45,5,17.9,18.5,14.8,16.6,15.8,1664,1155.7,1.06,44.8,342.4,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부09,b잣나무림,3,2012,b약도간벌,북부09,45,5,18.9,19.9,13.2,17.5,16.4,1402,1062.1,0.98,43.6,328.8,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부09,b잣나무림,3,2012,c강도간벌,북부09,45,5,24.5,25.1,15.3,16.6,15.9,562,563.2,0.52,27.7,215.6,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부10,b잣나무림,3,2012,a무간벌,북부10,75,8,39.3,40.8,23.4,26.1,19.1,383,694.5,0.64,50.1,586.8,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부10,b잣나무림,3,2012,b약도간벌,북부10,75,8,37.1,37.7,21.3,23.1,17,447,735.6,0.68,49.9,524.4,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부10,b잣나무림,3,2012,c강도간벌,북부10,75,8,42.6,43.2,25.4,27.4,19.3,257,500,0.46,37.7,467.2,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부11,b잣나무림,3,2012,a무간벌,북부11,44,5,23.1,24.2,19.2,22.3,20.2,910,876.6,0.8,42,425,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부11,b잣나무림,3,2012,b약도간벌,북부11,44,5,25.3,25.8,20.3,22.4,20.2,915,948.4,0.87,47.7,482.7,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부11,b잣나무림,3,2012,c강도간벌,북부11,44,5,30.9,31.4,20.4,22.5,20.5,483,635.4,0.58,37.3,375.7,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부12,b잣나무림,3,2012,a무간벌,북부12,32,4,21,21.5,13,14.3,17.9,1293,1075.6,0.99,46.9,312.5,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부12,b잣나무림,3,2012,b약도간벌,북부12,32,4,18.1,18.8,11.6,14.5,17.2,1103,781.4,0.72,30.7,198.1,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부12,b잣나무림,3,2012,c강도간벌,북부12,32,4,21.2,22.3,13.2,14.9,19.8,790,688.6,0.63,30.9,215.2,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부13,b잣나무림,3,2012,a무간벌,북부13,58,6,25,25.6,20.7,23.1,18.9,1487,1528.8,1.4,76.4,782.4,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부13,b잣나무림,3,2012,b약도간벌,북부13,58,6,26.6,27.5,16.7,20.5,16.6,1112,1247.1,1.15,65.9,584.7,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부13,b잣나무림,3,2012,c강도간벌,북부13,58,6,22,22.9,14.8,19,15.3,1594,1432.6,1.32,65.6,530.1,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부14,b잣나무림,3,2012,a무간벌,북부14,44,5,29.3,29.7,16.7,18.7,17.5,686,845.6,0.78,47.5,394.2,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부14,b잣나무림,3,2012,b약도간벌,북부14,44,5,33.8,34.1,18.7,20.5,19.5,485,707.9,0.65,44.4,407.7,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부14,b잣나무림,3,2012,c강도간벌,북부14,44,5,34.8,35.1,18.2,20.6,19.6,315,475.1,0.44,30.5,274.5,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부15,b잣나무림,3,2012,a무간벌,북부15,38,4,21.7,21.9,15.9,17.5,18.4,999,851.7,0.78,37.7,301.6,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부15,b잣나무림,3,2012,b약도간벌,북부15,38,4,24.1,24.3,15.8,17.5,18.9,651,629.3,0.58,30.2,237.2,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부15,b잣나무림,3,2012,c강도간벌,북부15,38,4,27.5,27.6,17.3,18.8,20.1,348,392.9,0.36,20.9,178.7,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부16,b잣나무림,3,2012,a무간벌,북부16,44,5,26.9,27.1,19.1,20.6,19.9,705,779.6,0.72,40.8,385.4,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부16,b잣나무림,3,2012,b약도간벌,북부16,44,5,26.9,27.1,18,19.4,18.3,421,464,0.43,24.3,215.7,NA,NA,list(),NA,NA,aNorth
b잣나무림_2012_북부16,b잣나무림,3,2012,c강도간벌,북부16,44,5,31.3,31.6,19.7,22.3,20.5,310,411.9,0.38,24.3,234.9,NA,NA,list(),NA,NA,aNorth
b잣나무림_2014_남부01,b잣나무림,3,2014,a무간벌,남부01,36,4,21,21.5,14.1,15.8,16.8,2103,1755.9,1.61,76.7,555.4,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부01,b잣나무림,3,2014,b약도간벌,남부01,36,4,23.1,23.7,14,15.6,18.4,1266,1185.4,1.09,55.8,397.4,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부01,b잣나무림,3,2014,c강도간벌,남부01,36,4,25.7,25.9,14.3,16.1,18.8,682,710.6,0.65,35.8,257.4,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부02,b잣나무림,3,2014,a무간벌,남부02,38,4,22.3,22.8,18.8,21.1,21.3,833,746.9,0.69,34.2,324.9,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부02,b잣나무림,3,2014,b약도간벌,남부02,38,4,19.8,20.9,15.3,17.4,18.5,967,780.1,0.72,33.3,273.2,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부02,b잣나무림,3,2014,c강도간벌,남부02,38,4,26.9,26.8,17.9,20,20.7,514,560.3,0.51,29.1,257.9,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부03,b잣나무림,3,2014,a무간벌,남부03,43,5,NA,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부03,b잣나무림,3,2014,b약도간벌,남부03,43,5,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부03,b잣나무림,3,2014,c강도간벌,남부03,43,5,NA,NA,NA,NA,19.4,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부04,b잣나무림,3,2014,a무간벌,남부04,37,4,26.4,28,16,18.9,20.8,567,649.4,0.6,34.8,289.6,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부04,b잣나무림,3,2014,b약도간벌,남부04,37,4,28.9,29.8,15.7,18.4,20.5,645,797.5,0.73,44.9,383.8,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부04,b잣나무림,3,2014,c강도간벌,남부04,37,4,30.9,30.7,16.2,18,20.2,389,500,0.46,28.9,236.3,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부05,b잣나무림,3,2014,a무간벌,남부05,26,3,16.6,16.9,10,10.9,17.3,1417,878.5,0.81,31.6,169.8,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부05,b잣나무림,3,2014,b약도간벌,남부05,26,3,15.8,16,9.4,10.7,18.1,1028,600.5,0.55,20.8,107.4,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부05,b잣나무림,3,2014,c강도간벌,남부05,26,3,18.3,18.5,10.9,12.3,20.4,669,463.2,0.43,17.9,101.8,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부06,b잣나무림,3,2014,a무간벌,남부06,30,3,22.1,22.4,12.8,14.2,18.8,733,640.3,0.59,28.8,188.1,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부06,b잣나무림,3,2014,b약도간벌,남부06,30,3,20.6,20.8,12.3,13.9,19.9,736,588.8,0.54,25,158.2,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부06,b잣나무림,3,2014,c강도간벌,남부06,30,3,22.4,22.7,13.6,15.6,21.7,519,461.9,0.42,21,147,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부07,b잣나무림,3,2014,a무간벌,남부07,37,4,30.9,31.2,15.4,17.5,18.2,472,618.4,0.57,36.2,278.4,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부07,b잣나무림,3,2014,b약도간벌,남부07,37,4,31.1,31.4,14.9,16.3,19.1,333,438.4,0.4,25.7,189.4,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부07,b잣나무림,3,2014,c강도간벌,남부07,37,4,28.8,29,14.3,16.5,18.8,420,503.8,0.46,27.8,199.8,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부08,b잣나무림,3,2014,a무간벌,남부08,43,5,22.9,23.4,17.4,19.6,19.1,1224,1127.6,1.04,52.5,461.5,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부08,b잣나무림,3,2014,b약도간벌,남부08,43,5,22,22.2,18.2,20.1,18.5,1139,985.2,0.9,44,404,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부08,b잣나무림,3,2014,c강도간벌,남부08,43,5,23.4,23.7,17.1,19.2,18.1,961,903.1,0.83,42.6,369.3,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부09,b잣나무림,3,2014,a무간벌,남부09,46,5,24.4,25.5,16.8,20.1,18.2,847,866,0.8,43.1,383.1,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부09,b잣나무림,3,2014,b약도간벌,남부09,46,5,26.4,26.9,17.2,19.1,17.6,692,755.6,0.69,39.3,338.1,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부09,b잣나무림,3,2014,c강도간벌,남부09,46,5,31.5,31.9,17.6,19.6,18.2,434,583.3,0.54,34.7,300.3,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부10,b잣나무림,3,2014,a무간벌,남부10,21,3,14.7,15,9.4,10.5,22.6,1781,956.4,0.88,31.4,164.8,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부10,b잣나무림,3,2014,b약도간벌,남부10,21,3,16.1,16.4,9.8,11.7,27.7,1195,715.2,0.66,25.2,134.5,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부10,b잣나무림,3,2014,c강도간벌,남부10,21,3,19.1,19.4,10.7,12.2,28.3,914,669.5,0.61,26.9,150.7,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부11,b잣나무림,3,2014,a무간벌,남부11,21,3,16.3,16.5,8.3,10.1,20.4,1312,794.4,0.73,28.2,130.7,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부11,b잣나무림,3,2014,b약도간벌,남부11,21,3,16.9,17.3,9.2,10.5,24.7,956,612.7,0.56,22.5,113.6,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부11,b잣나무림,3,2014,c강도간벌,남부11,21,3,18.2,18.3,9.6,10.7,25.1,954,655.1,0.6,25.2,127.3,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부12,b잣나무림,3,2014,a무간벌,남부12,41,5,30.5,31.2,17.3,19.4,19.4,745,976.9,0.9,57.1,498.9,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부12,b잣나무림,3,2014,b약도간벌,남부12,41,5,32.8,33,17.9,20.2,20.4,374,522.9,0.48,31.9,280.4,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부12,b잣나무림,3,2014,c강도간벌,남부12,41,5,34.6,34.7,19.1,21.2,21.3,304,453,0.42,28.8,270.4,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부13,b잣나무림,3,2014,a무간벌,남부13,80,8,44.4,45,22.9,24.8,18.8,350,714.9,0.66,55.7,626.3,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부13,b잣나무림,3,2014,b약도간벌,남부13,80,8,38.4,39.8,22.4,25.4,18.1,462,811.1,0.74,57.3,637.2,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부13,b잣나무림,3,2014,c강도간벌,남부13,80,8,46,46.6,25.6,28.8,19.5,287,610.8,0.56,48.9,605.3,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부14,b잣나무림,3,2014,a무간벌,남부14,72,8,34.3,35.5,18.5,21.6,16,702,1073.4,0.99,69.4,649.2,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부14,b잣나무림,3,2014,b약도간벌,남부14,72,8,43.4,44.2,18,20.3,15.7,346,691.8,0.64,53.2,462.9,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부14,b잣나무림,3,2014,c강도간벌,남부14,72,8,38.8,39.3,16.8,19,15.3,371,641.7,0.59,44.9,373,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부15,b잣나무림,3,2014,a무간벌,남부15,35,4,20.1,20.5,15.4,16.7,18.6,1452,1143.3,1.05,48.1,379.7,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부15,b잣나무림,3,2014,b약도간벌,남부15,35,4,24.6,24.9,16,17.6,20.6,763,759.3,0.7,37.1,296.7,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_남부15,b잣나무림,3,2014,c강도간벌,남부15,35,4,25.8,26.1,15.8,17.1,20.3,563,592.8,0.54,30.1,236.8,NA,NA,list(),NA,NA,cSouth
b잣나무림_2014_동부01,b잣나무림,3,2014,a무간벌,동부01,45,5,31.9,32.2,18.4,19.4,18.3,469,636.8,0.58,38.1,342.4,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부01,b잣나무림,3,2014,b약도간벌,동부01,45,5,32.8,33.2,19.8,21.2,19.8,552,779.9,0.72,47.9,465.3,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부01,b잣나무림,3,2014,c강도간벌,동부01,45,5,31.8,32,18.8,20.9,19.1,292,394.2,0.36,23.5,217.1,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부02,b잣나무림,3,2014,a무간벌,동부02,43,5,NA,NA,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부02,b잣나무림,3,2014,b약도간벌,동부02,43,5,NA,NA,NA,NA,19.7,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부02,b잣나무림,3,2014,c강도간벌,동부02,43,5,NA,NA,NA,NA,19.7,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부03,b잣나무림,3,2014,a무간벌,동부03,47,5,29.8,30.5,21.8,24.8,21.9,679,865,0.79,49.7,539.4,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부03,b잣나무림,3,2014,b약도간벌,동부03,47,5,31.1,31.5,20.9,22.6,19.8,360,476.6,0.44,28.1,288.7,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부03,b잣나무림,3,2014,c강도간벌,동부03,47,5,33.6,33.9,21.2,23,20.3,253,367.4,0.34,22.9,238.2,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부04,b잣나무림,3,2014,a무간벌,동부04,38,4,36.9,37.3,19.8,21.6,23.6,274,444.8,0.41,29.9,291.3,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부04,b잣나무림,3,2014,b약도간벌,동부04,38,4,38.4,38.8,21.7,23.6,24.6,308,526.5,0.48,36.5,389.2,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부04,b잣나무림,3,2014,c강도간벌,동부04,38,4,38.8,39.2,21.7,23.5,24.2,228,392.8,0.36,27.4,290.2,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부05,b잣나무림,3,2014,a무간벌,동부05,45,5,32.6,33.1,21,22.4,20.4,505,709.7,0.65,43.4,448.4,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부05,b잣나무림,3,2014,b약도간벌,동부05,45,5,32.7,33,20.2,22.5,20.3,416,583.3,0.54,35.6,353.4,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부05,b잣나무림,3,2014,c강도간벌,동부05,45,5,34.6,34.9,19.9,21.6,19.8,288,432,0.4,27.6,268,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부06,b잣나무림,3,2014,a무간벌,동부06,40,4,NA,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부06,b잣나무림,3,2014,b약도간벌,동부06,40,4,NA,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부06,b잣나무림,3,2014,c강도간벌,동부06,40,4,NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
